Year,Month,Region,Dry,Temp,Above 35,Burnoff,Hectares,Region Hectares,HectarePerc,Bushfire,Severe Bushfire
2004,9,6,4,33,0,0,215128,"1,000,000",0.22,0,0
2005,9,6,1,34,1,0,48578,"1,000,000",0.05,1,1
2006,9,6,4,27,0,1,129649,"1,000,000",0.13,0,0
2007,9,6,2,34,0,1,233217,"1,000,000",0.23,0,1
2008,9,6,5,35,1,1,38325,"1,000,000",0.04,1,1
2009,9,6,3,31,1,0,480235,"1,000,000",0.48,0,0
2010,9,6,2,25,0,0,201350,"1,000,000",0.2,0,0
2011,9,6,1,24,1,0,268566,"1,000,000",0.27,1,0
2012,9,6,1,40,0,0,146690,"1,000,000",0.15,0,0
2013,9,6,2,27,1,1,252084,"1,000,000",0.25,1,1
2014,9,6,5,40,1,0,315829,"1,000,000",0.32,0,0
2015,9,6,5,26,1,0,214906,"1,000,000",0.21,1,0
1955,10,6,2,22,1,0,197435,"1,000,000",0.2,0,1
1956,10,6,3,24,0,1,484961,"1,000,000",0.48,1,1
1957,10,6,3,39,1,0,185763,"1,000,000",0.19,1,0
1958,10,6,1,20,0,1,257588,"1,000,000",0.26,1,1
1959,10,6,4,26,1,1,118517,"1,000,000",0.12,0,1
1960,10,6,5,28,0,1,133502,"1,000,000",0.13,0,0
1961,10,6,1,26,1,1,407099,"1,000,000",0.41,1,1
1962,10,6,5,39,0,0,408197,"1,000,000",0.41,0,0
1963,10,6,5,20,0,0,250816,"1,000,000",0.25,1,0
1964,10,6,3,29,0,0,407907,"1,000,000",0.41,1,0
1965,10,6,5,28,1,1,52089,"1,000,000",0.05,0,1
1966,10,6,1,32,1,1,205772,"1,000,000",0.21,0,1
1967,10,6,4,23,1,1,257491,"1,000,000",0.26,1,0
1968,10,6,3,21,0,0,339167,"1,000,000",0.34,0,1
1969,10,6,4,21,1,0,26824,"1,000,000",0.03,0,0
1970,10,6,2,32,0,1,300379,"1,000,000",0.3,1,0
1971,10,6,1,39,0,0,456136,"1,000,000",0.46,0,1
1972,10,6,1,30,1,0,271497,"1,000,000",0.27,0,1
1973,10,6,1,29,1,0,358490,"1,000,000",0.36,0,1
1974,10,6,2,34,0,0,271286,"1,000,000",0.27,1,1
1975,10,6,2,29,0,0,111435,"1,000,000",0.11,0,1
1976,10,6,5,28,1,0,363318,"1,000,000",0.36,0,0
1977,10,6,3,31,1,0,491421,"1,000,000",0.49,0,1
1978,10,6,5,36,0,1,373297,"1,000,000",0.37,0,0
1979,10,6,2,37,0,1,76109,"1,000,000",0.08,1,0
1980,10,6,4,29,0,0,277187,"1,000,000",0.28,0,0
1981,10,6,3,39,1,0,493254,"1,000,000",0.49,1,0
1982,10,6,5,24,1,1,53415,"1,000,000",0.05,0,0
1983,10,6,2,23,0,0,24417,"1,000,000",0.02,1,1
1984,10,6,2,33,0,0,485000,"1,000,000",0.49,0,1
1985,10,6,1,20,1,0,193810,"1,000,000",0.19,1,1
1986,10,6,2,21,1,1,404240,"1,000,000",0.4,1,1
1987,10,6,2,30,0,0,215541,"1,000,000",0.22,0,1
1988,10,6,2,21,1,1,3281,"1,000,000",0,0,1
1989,10,6,2,28,0,0,79522,"1,000,000",0.08,0,0
1990,10,6,1,40,1,0,343872,"1,000,000",0.34,1,1
1991,10,6,4,30,1,0,441348,"1,000,000",0.44,1,1
1992,10,6,2,26,1,1,385213,"1,000,000",0.39,1,0
1993,10,6,5,30,0,0,395318,"1,000,000",0.4,1,1
1994,10,6,2,40,0,0,348738,"1,000,000",0.35,0,1
1995,10,6,1,26,1,0,314376,"1,000,000",0.31,1,1
1996,10,6,2,27,0,1,344631,"1,000,000",0.34,0,0
1997,10,6,4,28,1,1,194441,"1,000,000",0.19,0,0
1998,10,6,2,21,1,0,204088,"1,000,000",0.2,1,0
1999,10,6,3,39,1,0,199981,"1,000,000",0.2,1,1
2000,10,6,5,34,0,0,417848,"1,000,000",0.42,0,1
2001,10,6,4,21,1,0,120990,"1,000,000",0.12,0,0
2002,10,6,3,36,0,1,13454,"1,000,000",0.01,1,0
2003,10,6,5,39,1,0,19188,"1,000,000",0.02,0,1
2004,10,6,1,39,1,0,264613,"1,000,000",0.26,0,1
2005,10,6,1,23,1,1,490512,"1,000,000",0.49,0,1
2006,10,6,4,39,0,1,95212,"1,000,000",0.1,1,1
2007,10,6,1,25,1,0,182082,"1,000,000",0.18,1,1
2008,10,6,4,28,1,0,463976,"1,000,000",0.46,1,0
2009,10,6,4,30,0,0,174814,"1,000,000",0.17,0,1
2010,10,6,4,25,0,0,107253,"1,000,000",0.11,0,1
2011,10,6,2,22,1,0,133218,"1,000,000",0.13,1,0
2012,10,6,1,20,0,0,460986,"1,000,000",0.46,0,0
2013,10,6,1,34,0,0,286603,"1,000,000",0.29,0,1
2014,10,6,4,31,0,0,181412,"1,000,000",0.18,1,1
2015,10,6,1,32,1,1,57309,"1,000,000",0.06,1,1
1955,12,6,2,36,1,0,77951,"1,000,000",0.08,1,1
1956,12,6,2,39,1,1,49747,"1,000,000",0.05,1,1
1957,12,6,2,20,1,1,423898,"1,000,000",0.42,0,1
1958,12,6,3,37,1,0,281188,"1,000,000",0.28,0,1
1959,12,6,2,27,1,1,15579,"1,000,000",0.02,0,1
1960,12,6,2,34,0,0,130284,"1,000,000",0.13,1,0
1961,12,6,2,25,0,0,183281,"1,000,000",0.18,0,1
1962,12,6,2,39,0,1,186634,"1,000,000",0.19,1,1
1963,12,6,4,33,1,1,459555,"1,000,000",0.46,1,0
1964,12,6,1,23,1,1,132540,"1,000,000",0.13,1,0
1965,12,6,4,21,1,1,130127,"1,000,000",0.13,1,1
1966,12,6,3,20,0,0,485126,"1,000,000",0.49,0,1
1967,12,6,2,26,1,0,37935,"1,000,000",0.04,0,0
1968,12,6,1,29,1,1,461298,"1,000,000",0.46,0,0
1969,12,6,3,21,1,1,47251,"1,000,000",0.05,0,1
1970,12,6,3,29,1,1,61816,"1,000,000",0.06,0,0
1971,12,6,3,37,1,1,431659,"1,000,000",0.43,1,0
1972,12,6,3,34,1,0,118414,"1,000,000",0.12,1,1
1973,12,6,1,22,1,1,492191,"1,000,000",0.49,1,1
1974,12,6,1,23,0,1,481167,"1,000,000",0.48,0,0
1975,12,6,4,39,1,0,370226,"1,000,000",0.37,0,1
1976,12,6,3,27,0,0,323234,"1,000,000",0.32,0,0
1977,12,6,1,35,0,1,455606,"1,000,000",0.46,0,1
1978,12,6,3,40,1,0,483167,"1,000,000",0.48,0,0
1979,12,6,4,34,1,0,77855,"1,000,000",0.08,0,0
1980,12,6,5,20,1,0,33817,"1,000,000",0.03,0,1
1981,12,6,5,29,0,0,175773,"1,000,000",0.18,1,1
1982,12,6,5,32,0,0,228888,"1,000,000",0.23,1,1
1983,12,6,5,29,1,0,218398,"1,000,000",0.22,0,0
1984,12,6,1,22,0,1,299810,"1,000,000",0.3,0,1
1985,12,6,1,35,0,0,81161,"1,000,000",0.08,1,1
1986,12,6,4,37,1,1,345073,"1,000,000",0.35,1,0
1987,12,6,1,29,1,0,66939,"1,000,000",0.07,0,0
1988,12,6,5,28,0,0,87407,"1,000,000",0.09,0,0
1989,12,6,3,39,0,0,320284,"1,000,000",0.32,1,0
1990,12,6,2,21,1,0,141318,"1,000,000",0.14,1,1
1991,12,6,2,20,0,1,236825,"1,000,000",0.24,1,1
1992,12,6,5,23,1,0,479993,"1,000,000",0.48,0,1
1993,12,6,5,29,0,1,275575,"1,000,000",0.28,0,0
1994,12,6,3,26,0,1,23854,"1,000,000",0.02,0,1
1995,12,6,2,38,0,1,237656,"1,000,000",0.24,1,1
1996,12,6,1,25,0,1,362138,"1,000,000",0.36,1,0
1997,12,6,4,20,0,1,321222,"1,000,000",0.32,1,0
1998,12,6,3,37,0,1,147794,"1,000,000",0.15,0,1
1999,12,6,4,31,0,0,62441,"1,000,000",0.06,0,1
2000,12,6,4,22,1,0,417891,"1,000,000",0.42,1,1
2001,12,6,3,20,1,1,309576,"1,000,000",0.31,1,1
2002,12,6,4,35,1,0,363924,"1,000,000",0.36,1,1
2003,12,6,5,25,1,0,454140,"1,000,000",0.45,0,1
2004,12,6,3,38,0,1,291753,"1,000,000",0.29,0,0
2005,12,6,3,36,0,1,262810,"1,000,000",0.26,1,0
2006,12,6,2,25,1,0,14257,"1,000,000",0.01,1,0
2007,12,6,1,20,1,1,13866,"1,000,000",0.01,0,1
2008,12,6,1,29,0,1,191920,"1,000,000",0.19,0,0
2009,12,6,4,27,1,0,127347,"1,000,000",0.13,0,1
2010,12,6,2,34,0,1,302891,"1,000,000",0.3,1,1
2011,12,6,3,24,1,0,202700,"1,000,000",0.2,1,1
2012,12,6,1,25,1,0,133855,"1,000,000",0.13,1,0
2013,12,6,1,27,0,1,387876,"1,000,000",0.39,0,1
2014,12,6,3,35,0,0,464918,"1,000,000",0.46,1,1
2015,12,6,1,25,0,1,72679,"1,000,000",0.07,1,0
1955,1,7,2,37,1,1,252640,"1,000,000",0.25,0,0
1956,1,7,2,37,0,1,464777,"1,000,000",0.46,1,0
1957,1,7,3,22,1,0,84528,"1,000,000",0.08,1,0
1958,1,7,5,24,0,0,497665,"1,000,000",0.5,0,0
1959,1,7,4,20,1,0,21035,"1,000,000",0.02,0,0
1960,1,7,4,25,1,0,68267,"1,000,000",0.07,0,1
1961,1,7,4,22,0,0,439376,"1,000,000",0.44,1,1
1962,1,7,4,20,1,1,364756,"1,000,000",0.36,0,0
1963,1,7,4,37,1,1,466787,"1,000,000",0.47,1,1
1964,1,7,3,31,0,1,58704,"1,000,000",0.06,1,1
1965,1,7,1,34,1,0,243466,"1,000,000",0.24,1,1
1966,1,7,1,25,1,0,417621,"1,000,000",0.42,1,1
1967,1,7,4,39,0,1,41090,"1,000,000",0.04,0,0
1968,1,7,2,26,1,1,48850,"1,000,000",0.05,0,1
1969,1,7,2,23,0,1,410530,"1,000,000",0.41,1,0
1970,1,7,2,24,0,1,138882,"1,000,000",0.14,1,1
1971,1,7,3,29,1,0,420128,"1,000,000",0.42,0,0
1972,1,7,4,32,0,0,243244,"1,000,000",0.24,0,1
1973,1,7,5,31,0,0,356245,"1,000,000",0.36,1,1
1974,1,7,1,23,0,1,105303,"1,000,000",0.11,0,0
1975,1,7,3,34,1,1,242006,"1,000,000",0.24,1,0
1976,1,7,3,38,1,0,491268,"1,000,000",0.49,1,1
1977,1,7,4,24,0,1,195634,"1,000,000",0.2,1,0
1978,1,7,5,39,1,1,100662,"1,000,000",0.1,0,0
1979,1,7,1,39,1,1,277724,"1,000,000",0.28,1,1
1980,1,7,3,22,1,1,460675,"1,000,000",0.46,0,1
1981,1,7,1,35,1,1,184785,"1,000,000",0.18,1,0
1982,1,7,3,29,1,1,30053,"1,000,000",0.03,0,0
1983,1,7,5,37,1,0,306286,"1,000,000",0.31,0,1
1984,1,7,1,21,0,1,81127,"1,000,000",0.08,0,1
1985,1,7,1,32,1,0,399867,"1,000,000",0.4,1,0
1986,1,7,2,38,0,1,98931,"1,000,000",0.1,0,0
1987,1,7,1,31,0,1,79129,"1,000,000",0.08,1,0
1988,1,7,1,21,0,1,163396,"1,000,000",0.16,1,0
1989,1,7,5,23,0,1,331291,"1,000,000",0.33,0,1
1990,1,7,1,20,1,0,496906,"1,000,000",0.5,0,1
1991,1,7,1,37,1,1,124321,"1,000,000",0.12,1,1
1992,1,7,5,31,1,1,172666,"1,000,000",0.17,1,1
1993,1,7,4,39,0,1,376545,"1,000,000",0.38,0,1
1994,1,7,5,40,1,1,386882,"1,000,000",0.39,0,1
1995,1,7,2,20,0,0,98324,"1,000,000",0.1,0,0
1996,1,7,4,21,1,1,83062,"1,000,000",0.08,0,0
1997,1,7,3,20,1,1,195103,"1,000,000",0.2,1,1
1998,1,7,2,20,1,1,484267,"1,000,000",0.48,1,0
1999,1,7,3,31,0,0,39481,"1,000,000",0.04,1,1
2000,1,7,5,27,1,1,33080,"1,000,000",0.03,1,0
2001,1,7,2,25,0,0,95898,"1,000,000",0.1,0,0
2002,1,7,4,26,1,1,103613,"1,000,000",0.1,0,1
2003,1,7,1,26,1,0,321386,"1,000,000",0.32,1,0
2004,1,7,3,26,1,0,330859,"1,000,000",0.33,1,1
2005,1,7,5,25,0,1,495018,"1,000,000",0.5,1,1
2006,1,7,3,34,0,1,29500,"1,000,000",0.03,0,1
2007,1,7,3,22,0,0,259389,"1,000,000",0.26,1,0
2008,1,7,4,23,1,1,237877,"1,000,000",0.24,0,1
2009,1,7,5,37,0,0,60701,"1,000,000",0.06,0,1
2010,1,7,4,27,1,0,416916,"1,000,000",0.42,0,0
2011,1,7,1,38,1,0,341004,"1,000,000",0.34,1,0
2012,1,7,3,34,1,1,350949,"1,000,000",0.35,0,0
2013,1,7,1,23,1,0,400791,"1,000,000",0.4,0,0
2014,1,7,2,32,1,1,48929,"1,000,000",0.05,1,1
2015,1,7,3,28,0,0,199566,"1,000,000",0.2,1,0
2016,1,7,3,25,0,1,286157,"1,000,000",0.29,0,1
1955,2,7,2,28,1,0,196398,"1,000,000",0.2,1,1
1956,2,7,4,39,0,1,298868,"1,000,000",0.3,0,1
1957,2,7,4,36,0,0,247726,"1,000,000",0.25,1,1
1958,2,7,2,38,1,0,325661,"1,000,000",0.33,1,1
1959,2,7,4,36,1,0,33906,"1,000,000",0.03,1,1
1960,2,7,2,28,1,0,114160,"1,000,000",0.11,1,0
1961,2,7,1,35,0,1,199905,"1,000,000",0.2,1,0
1962,2,7,3,23,1,0,252336,"1,000,000",0.25,1,0
1963,2,7,4,34,0,0,36009,"1,000,000",0.04,0,1
1964,2,7,3,40,1,0,481360,"1,000,000",0.48,1,1
1965,2,7,2,24,0,0,352442,"1,000,000",0.35,0,0
1966,2,7,2,38,1,1,187525,"1,000,000",0.19,1,0
1967,2,7,4,31,0,0,360245,"1,000,000",0.36,0,1
1968,2,7,1,29,0,0,141630,"1,000,000",0.14,1,0
1969,2,7,2,32,0,0,450614,"1,000,000",0.45,0,0
1970,2,7,3,25,0,1,106755,"1,000,000",0.11,1,0
1971,2,7,5,34,0,1,436084,"1,000,000",0.44,1,0
1972,2,7,2,32,1,1,182824,"1,000,000",0.18,1,0
1973,2,7,5,33,0,0,272826,"1,000,000",0.27,0,1
1974,2,7,4,32,1,1,297392,"1,000,000",0.3,0,1
1975,2,7,5,27,0,1,269892,"1,000,000",0.27,0,1
1976,2,7,5,22,1,0,442597,"1,000,000",0.44,0,0
1977,2,7,2,35,1,0,357449,"1,000,000",0.36,0,1
1978,2,7,2,33,0,0,398825,"1,000,000",0.4,0,1
1979,2,7,2,32,1,1,234938,"1,000,000",0.23,0,0
1980,2,7,2,34,0,0,236492,"1,000,000",0.24,0,1
1981,2,7,1,36,1,0,89044,"1,000,000",0.09,1,0
1982,2,7,5,34,0,1,348284,"1,000,000",0.35,1,1
1983,2,7,3,22,1,1,476975,"1,000,000",0.48,0,1
1984,2,7,2,37,0,1,276133,"1,000,000",0.28,0,0
1985,2,7,4,34,0,0,59948,"1,000,000",0.06,0,1
1986,2,7,2,31,0,1,433055,"1,000,000",0.43,0,1
1987,2,7,4,29,0,1,38563,"1,000,000",0.04,1,1
1988,2,7,3,24,1,0,360511,"1,000,000",0.36,0,1
1989,2,7,1,27,1,1,238791,"1,000,000",0.24,0,1
1990,2,7,5,29,0,1,38493,"1,000,000",0.04,1,1
1991,2,7,5,40,0,0,324621,"1,000,000",0.32,1,1
1992,2,7,4,31,0,0,369350,"1,000,000",0.37,0,0
1993,2,7,4,29,0,0,482990,"1,000,000",0.48,1,1
1994,2,7,1,35,1,0,202933,"1,000,000",0.2,0,1
1995,2,7,1,39,0,1,270564,"1,000,000",0.27,1,1
1996,2,7,5,40,1,1,78641,"1,000,000",0.08,1,0
1997,2,7,2,32,0,0,141711,"1,000,000",0.14,1,0
1998,2,7,2,34,1,0,122930,"1,000,000",0.12,0,0
1999,2,7,3,33,1,1,490873,"1,000,000",0.49,1,0
2000,2,7,5,33,1,1,30504,"1,000,000",0.03,1,0
2001,2,7,4,29,0,1,6321,"1,000,000",0.01,0,0
2002,2,7,1,20,0,0,495399,"1,000,000",0.5,1,0
2003,2,7,5,20,0,0,71045,"1,000,000",0.07,0,1
2004,2,7,3,35,0,1,118016,"1,000,000",0.12,1,1
2005,2,7,5,29,1,1,324471,"1,000,000",0.32,0,0
2006,2,7,3,30,0,1,77028,"1,000,000",0.08,0,1
2007,2,7,4,27,0,1,232379,"1,000,000",0.23,1,1
2008,2,7,3,35,1,1,145930,"1,000,000",0.15,1,0
2009,2,7,5,24,1,1,157705,"1,000,000",0.16,1,1
2010,2,7,5,20,1,1,67808,"1,000,000",0.07,1,1
2011,2,7,3,37,0,1,225064,"1,000,000",0.23,0,0
2012,2,7,4,30,0,1,106771,"1,000,000",0.11,1,1
2013,2,7,5,20,0,0,241950,"1,000,000",0.24,1,0
2014,2,7,3,34,0,1,475056,"1,000,000",0.48,1,1
2015,2,7,3,40,0,1,121162,"1,000,000",0.12,1,1
2016,2,7,5,34,1,1,305357,"1,000,000",0.31,1,0
1955,3,7,1,27,1,1,251722,"1,000,000",0.25,1,0
1956,3,7,5,35,1,1,69489,"1,000,000",0.07,1,0
1957,3,7,5,29,0,1,450988,"1,000,000",0.45,1,0
1958,3,7,3,36,0,1,475451,"1,000,000",0.48,0,0
1959,3,7,5,40,0,1,319080,"1,000,000",0.32,0,1
1960,3,7,5,37,1,1,422277,"1,000,000",0.42,0,1
1961,3,7,1,37,1,1,148353,"1,000,000",0.15,0,1
1962,3,7,1,20,0,1,479741,"1,000,000",0.48,0,1
1963,3,7,1,28,0,1,386393,"1,000,000",0.39,1,1
1964,3,7,5,38,1,0,372066,"1,000,000",0.37,0,1
1965,3,7,1,25,0,1,445480,"1,000,000",0.45,0,1
1966,3,7,3,37,1,1,122403,"1,000,000",0.12,0,0
1967,3,7,4,30,0,1,111606,"1,000,000",0.11,0,0
1968,3,7,1,21,1,0,480798,"1,000,000",0.48,0,0
1969,3,7,1,34,1,0,428291,"1,000,000",0.43,0,0
1970,3,7,1,24,0,0,474847,"1,000,000",0.47,1,0
1971,3,7,4,27,1,1,146816,"1,000,000",0.15,1,1
1972,3,7,1,38,1,0,419529,"1,000,000",0.42,0,0
1973,3,7,3,27,0,0,255239,"1,000,000",0.26,1,1
1974,3,7,1,23,0,1,241906,"1,000,000",0.24,0,1
1975,3,7,3,21,1,1,400418,"1,000,000",0.4,0,1
1976,3,7,4,27,1,1,1407,"1,000,000",0,1,0
1977,3,7,4,26,0,1,425558,"1,000,000",0.43,0,0
1978,3,7,4,20,1,0,71626,"1,000,000",0.07,1,0
1979,3,7,2,20,0,0,411600,"1,000,000",0.41,0,0
1980,3,7,2,34,1,1,89953,"1,000,000",0.09,1,0
1981,3,7,2,32,0,0,350426,"1,000,000",0.35,1,1
1982,3,7,1,32,0,0,56306,"1,000,000",0.06,1,1
1983,3,7,4,33,0,1,254103,"1,000,000",0.25,0,1
1984,3,7,5,30,1,0,443226,"1,000,000",0.44,1,1
1985,3,7,4,24,0,1,427623,"1,000,000",0.43,0,0
1986,3,7,5,24,0,0,8015,"1,000,000",0.01,1,0
1987,3,7,3,26,1,0,220194,"1,000,000",0.22,1,1
1988,3,7,2,36,1,0,283980,"1,000,000",0.28,0,0
1989,3,7,1,36,1,0,131123,"1,000,000",0.13,0,0
1990,3,7,5,26,1,1,6481,"1,000,000",0.01,1,1
1991,3,7,1,24,1,0,44064,"1,000,000",0.04,0,0
1992,3,7,3,24,1,1,470963,"1,000,000",0.47,1,1
1993,3,7,2,28,0,1,450069,"1,000,000",0.45,1,0
1994,3,7,4,25,0,0,187952,"1,000,000",0.19,1,0
1995,3,7,3,39,0,1,31691,"1,000,000",0.03,1,0
1996,3,7,4,39,1,0,79631,"1,000,000",0.08,0,1
1997,3,7,1,23,0,1,250921,"1,000,000",0.25,0,1
1998,3,7,1,38,1,1,448402,"1,000,000",0.45,1,0
1999,3,7,3,24,1,0,107307,"1,000,000",0.11,1,1
2000,3,7,4,22,0,0,142217,"1,000,000",0.14,1,1
2001,3,7,3,25,0,1,317715,"1,000,000",0.32,0,1
2002,3,7,2,34,0,0,175137,"1,000,000",0.18,0,1
2003,3,7,1,22,1,0,441471,"1,000,000",0.44,1,1
2004,3,7,2,34,0,0,192916,"1,000,000",0.19,1,1
2005,3,7,5,37,0,0,229623,"1,000,000",0.23,0,0
2006,3,7,5,27,0,1,363169,"1,000,000",0.36,0,0
2007,3,7,5,23,1,0,33825,"1,000,000",0.03,0,0
2008,3,7,1,27,1,0,312855,"1,000,000",0.31,1,0
2009,3,7,4,27,1,1,474377,"1,000,000",0.47,0,0
2010,3,7,4,32,0,1,195320,"1,000,000",0.2,1,0
2011,3,7,3,37,1,0,300360,"1,000,000",0.3,0,0
2012,3,7,2,27,0,1,117257,"1,000,000",0.12,1,1
2013,3,7,2,20,1,1,365506,"1,000,000",0.37,0,1
2014,3,7,2,34,1,0,321277,"1,000,000",0.32,1,0
2015,3,7,3,28,1,0,255456,"1,000,000",0.26,1,0
2016,3,7,3,34,1,1,108830,"1,000,000",0.11,1,0
1955,4,7,1,29,0,1,287547,"1,000,000",0.29,1,1
1956,4,7,5,39,1,1,6670,"1,000,000",0.01,1,0
1957,4,7,5,30,0,0,410853,"1,000,000",0.41,1,0
1958,4,7,2,38,1,0,385932,"1,000,000",0.39,0,1
1959,4,7,1,34,0,0,126867,"1,000,000",0.13,0,0
1960,4,7,2,24,1,1,183595,"1,000,000",0.18,0,1
1961,4,7,4,27,1,0,274390,"1,000,000",0.27,0,0
1962,4,7,2,39,0,1,51120,"1,000,000",0.05,0,0
1963,4,7,4,25,1,0,420175,"1,000,000",0.42,1,0
1964,4,7,1,31,1,0,432775,"1,000,000",0.43,1,1
1965,4,7,3,32,1,0,67070,"1,000,000",0.07,0,0
1966,4,7,5,40,0,0,404992,"1,000,000",0.4,0,0
1967,4,7,4,33,0,1,230320,"1,000,000",0.23,0,0
1968,4,7,2,39,1,0,213258,"1,000,000",0.21,0,1
1969,4,7,3,32,1,0,79260,"1,000,000",0.08,0,0
1970,4,7,1,23,1,1,370049,"1,000,000",0.37,1,1
1971,4,7,4,24,1,0,453630,"1,000,000",0.45,1,0
1972,4,7,3,21,0,1,412011,"1,000,000",0.41,1,0
1973,4,7,1,21,1,0,233762,"1,000,000",0.23,1,0
1974,4,7,2,27,1,0,39680,"1,000,000",0.04,0,0
1975,4,7,5,21,0,0,23344,"1,000,000",0.02,1,1
1976,4,7,3,38,1,0,131454,"1,000,000",0.13,1,0
1977,4,7,2,32,0,0,344129,"1,000,000",0.34,1,0
1978,4,7,4,28,0,0,181489,"1,000,000",0.18,0,1
1979,4,7,2,38,1,1,432692,"1,000,000",0.43,0,0
1980,4,7,4,25,0,1,382699,"1,000,000",0.38,0,1
1981,4,7,4,27,0,0,168696,"1,000,000",0.17,1,0
1982,4,7,3,40,0,1,198422,"1,000,000",0.2,0,1
1983,4,7,3,36,1,1,274613,"1,000,000",0.27,1,1
1984,4,7,2,24,1,0,126917,"1,000,000",0.13,0,1
1985,4,7,5,25,1,1,202339,"1,000,000",0.2,1,1
1986,4,7,5,26,1,1,469947,"1,000,000",0.47,0,1
1987,4,7,1,24,1,1,309027,"1,000,000",0.31,0,1
1988,4,7,4,40,1,0,219774,"1,000,000",0.22,0,0
1989,4,7,4,26,1,1,147852,"1,000,000",0.15,1,0
1990,4,7,2,33,1,0,313526,"1,000,000",0.31,1,1
1991,4,7,3,21,0,1,408589,"1,000,000",0.41,0,0
1992,4,7,5,25,1,0,199476,"1,000,000",0.2,1,1
1993,4,7,4,26,1,0,468027,"1,000,000",0.47,0,0
1994,4,7,4,39,0,0,107190,"1,000,000",0.11,1,1
1995,4,7,5,37,1,0,361553,"1,000,000",0.36,1,0
1996,4,7,1,25,0,0,178689,"1,000,000",0.18,1,1
1997,4,7,1,38,0,1,85459,"1,000,000",0.09,1,1
1998,4,7,2,38,1,0,97291,"1,000,000",0.1,0,1
1999,4,7,2,32,0,1,209159,"1,000,000",0.21,0,1
2000,4,7,1,27,1,0,387855,"1,000,000",0.39,0,1
2001,4,7,4,27,1,1,368666,"1,000,000",0.37,1,1
2002,4,7,2,35,0,1,291431,"1,000,000",0.29,0,1
2003,4,7,3,26,0,1,327186,"1,000,000",0.33,1,0
2004,4,7,1,28,0,1,439092,"1,000,000",0.44,1,1
2005,4,7,5,26,1,1,82582,"1,000,000",0.08,1,1
2006,4,7,1,35,1,0,483632,"1,000,000",0.48,1,0
2007,4,7,1,37,1,1,28262,"1,000,000",0.03,1,0
2008,4,7,3,36,0,0,54951,"1,000,000",0.05,0,1
2009,4,7,2,21,0,0,117705,"1,000,000",0.12,0,0
2010,4,7,4,28,0,1,194164,"1,000,000",0.19,1,1
2011,4,7,5,24,0,0,290060,"1,000,000",0.29,0,1
2012,4,7,4,31,1,0,444580,"1,000,000",0.44,1,1
2013,4,7,5,31,1,0,441730,"1,000,000",0.44,1,1
2014,4,7,2,25,0,0,99012,"1,000,000",0.1,1,1
2015,4,7,4,38,1,0,426258,"1,000,000",0.43,0,0
2016,4,7,1,31,1,1,249431,"1,000,000",0.25,1,1
1955,5,7,5,31,0,1,149250,"1,000,000",0.15,1,0
1956,5,7,5,23,0,0,375803,"1,000,000",0.38,0,0
1957,5,7,1,39,1,0,390088,"1,000,000",0.39,1,0
1958,5,7,5,25,0,1,390711,"1,000,000",0.39,1,0
1959,5,7,3,28,0,0,248756,"1,000,000",0.25,0,1
1960,5,7,3,21,1,0,308871,"1,000,000",0.31,0,0
1961,5,7,4,35,0,0,416812,"1,000,000",0.42,1,0
1962,5,7,5,40,1,1,199946,"1,000,000",0.2,0,1
1963,5,7,3,29,1,1,188747,"1,000,000",0.19,1,1
1964,5,7,5,36,0,0,407414,"1,000,000",0.41,0,0
1965,5,7,2,39,0,0,179690,"1,000,000",0.18,1,0
1966,5,7,2,28,0,1,442824,"1,000,000",0.44,1,1
1967,5,7,4,38,0,1,252737,"1,000,000",0.25,0,0
1968,5,7,3,26,1,0,312194,"1,000,000",0.31,0,0
1969,5,7,3,25,1,0,165204,"1,000,000",0.17,0,0
1970,5,7,3,37,0,1,351796,"1,000,000",0.35,1,0
1971,5,7,4,28,1,1,124570,"1,000,000",0.12,1,1
1972,5,7,3,20,0,1,335954,"1,000,000",0.34,1,0
1973,5,7,5,27,1,0,441576,"1,000,000",0.44,1,1
1974,5,7,3,35,1,0,291644,"1,000,000",0.29,1,1
1975,5,7,4,34,0,1,123329,"1,000,000",0.12,0,1
1976,5,7,1,23,0,0,414996,"1,000,000",0.41,0,1
1977,5,7,3,29,1,1,50638,"1,000,000",0.05,0,1
1978,5,7,3,23,0,1,475147,"1,000,000",0.48,0,1
1979,5,7,4,23,1,0,415539,"1,000,000",0.42,1,1
1980,5,7,5,28,1,0,40929,"1,000,000",0.04,1,0
1981,5,7,2,29,1,1,318498,"1,000,000",0.32,1,0
1982,5,7,5,20,0,0,318815,"1,000,000",0.32,0,1
1983,5,7,1,22,0,1,486507,"1,000,000",0.49,1,1
1984,5,7,2,27,1,1,436913,"1,000,000",0.44,0,1
1985,5,7,3,36,0,0,418800,"1,000,000",0.42,0,0
1986,5,7,5,26,0,1,220248,"1,000,000",0.22,1,1
1987,5,7,5,33,1,1,203347,"1,000,000",0.2,0,1
1988,5,7,1,31,0,0,271000,"1,000,000",0.27,0,1
1989,5,7,1,23,1,0,424935,"1,000,000",0.42,0,1
1990,5,7,2,30,1,0,432493,"1,000,000",0.43,1,0
1991,5,7,5,34,1,1,474265,"1,000,000",0.47,1,1
1992,5,7,5,38,1,1,227647,"1,000,000",0.23,0,0
1993,5,7,3,35,0,1,206005,"1,000,000",0.21,0,1
1994,5,7,5,36,0,0,158345,"1,000,000",0.16,0,0
